,loss,components,epochs,time,pak,pak_time,recall,recall_time,auc,auc_time
0,warp,5,5,0.0,0.047398496,0.0,0.012482661546113183,0.0,0.7162696,0.0
1,warp,5,10,0.0,0.049804512,0.0,0.013716687942707998,0.0,0.74543947,0.0
2,warp,5,15,0.0,0.050691728,0.0,0.014017704471580485,0.0,0.7581806,0.0
3,warp,5,20,0.0,0.051248122,0.0,0.014097953458218978,0.0,0.7664538,0.0
4,warp,5,25,0.0,0.05150376,0.0,0.01414120114178385,0.0,0.7718415,0.0
5,warp,5,30,0.0,0.05159398,0.0,0.014244339646503894,0.0,0.77548826,0.0
6,warp,10,5,0.0,0.05022556,0.0,0.013374199478601405,0.0,0.75374895,0.0
7,warp,10,10,0.0,0.05206015,0.0,0.01407567191056649,0.0,0.777081,0.0
8,warp,10,15,0.0,0.053037595,0.0,0.01440047988751727,0.0,0.78914475,0.0
9,warp,10,20,0.0,0.05324812,0.0,0.014453490009302357,0.0,0.79436886,0.0
10,warp,10,25,0.0,0.053368423,0.0,0.014551731815924396,0.0,0.7979871,0.0
11,warp,10,30,0.0,0.053624056,0.0,0.014688846473251953,0.0,0.8006678,0.0
12,warp,15,5,0.0,0.051819544,0.0,0.014017616508896184,0.0,0.7679047,0.0
13,warp,15,10,0.0,0.053338345,0.0,0.014326284459430919,0.0,0.79264283,0.0
14,warp,15,15,0.0,0.053654134,0.0,0.014347932257185584,0.0,0.801061,0.0
15,warp,15,20,0.0,0.05381955,0.0,0.014450034663253888,0.0,0.80528337,0.0
16,warp,15,25,0.0,0.0537594,0.0,0.014435154966916653,0.0,0.80703026,0.0
17,warp,15,30,0.0,0.05374436,0.0,0.014460288968196401,0.0,0.80777335,0.0
18,warp,20,5,0.0,0.051699243,0.0,0.013847821195956312,0.0,0.76862985,0.0
19,warp,20,10,0.0,0.053022556,0.0,0.014252499211757882,0.0,0.7900208,0.0
20,warp,20,15,0.0,0.05348872,0.0,0.014382892417695366,0.0,0.8000687,0.0
21,warp,20,20,0.0,0.053609025,0.0,0.014413434441826063,0.0,0.8059999,0.0
22,warp,20,25,0.0,0.053578943,0.0,0.014759695480913146,0.0,0.80929404,0.0
23,warp,20,30,1.0,0.05369925,0.0,0.01456536569214871,0.0,0.8100455,0.0
24,warp,25,5,0.0,0.05204511,0.0,0.014472843852181966,0.0,0.7786002,0.0
25,warp,25,10,0.0,0.05350375,0.0,0.015052141925031046,0.0,0.80183756,0.0
26,warp,25,15,0.0,0.053714287,0.0,0.015150738662631797,0.0,0.8091171,0.0
27,warp,25,20,0.0,0.053954888,0.0,0.01528537609054361,0.0,0.81308365,0.0
28,warp,25,25,0.0,0.05393985,0.0,0.015356911280331823,0.0,0.81392974,0.0
29,warp,25,30,1.0,0.053789474,0.0,0.015415058915471645,0.0,0.81483954,0.0
30,warp,30,5,0.0,0.052691724,0.0,0.014184160657020065,0.0,0.78563625,0.0
31,warp,30,10,0.0,0.05409022,0.0,0.01493142000006978,0.0,0.8069064,0.0
32,warp,30,15,0.0,0.054330826,0.0,0.015044471412219651,0.0,0.8128131,0.0
33,warp,30,20,0.0,0.0542406,0.0,0.014989234783296702,0.0,0.81452286,0.0
34,warp,30,25,1.0,0.054330826,0.0,0.014997009203228847,0.0,0.8152235,0.0
35,warp,30,30,1.0,0.05409022,0.0,0.014985305012711801,0.0,0.81444615,0.0
36,bpr,5,5,0.0,0.04154887,0.0,0.010866928541922111,0.0,0.637061,0.0
37,bpr,5,10,0.0,0.047669172,0.0,0.012279801730748462,0.0,0.6980147,0.0
38,bpr,5,15,0.0,0.049037594,0.0,0.012925842974517689,0.0,0.7248452,0.0
39,bpr,5,20,0.0,0.049413532,0.0,0.0133901021869143,0.0,0.73668134,0.0
40,bpr,5,25,0.0,0.049518794,0.0,0.013639662862543398,0.0,0.7435118,0.0
41,bpr,5,30,0.0,0.04962406,0.0,0.013669562672459673,0.0,0.74814314,0.0
42,bpr,10,5,0.0,0.04087218,0.0,0.010820413275097031,0.0,0.6375555,0.0
43,bpr,10,10,0.0,0.04870677,0.0,0.012830911253523413,0.0,0.72049487,0.0
44,bpr,10,15,0.0,0.050375942,0.0,0.013678045384444872,0.0,0.7524058,0.0
45,bpr,10,20,0.0,0.05117293,0.0,0.01445425419977308,0.0,0.7681114,0.0
46,bpr,10,25,0.0,0.05153383,0.0,0.014512893560908745,0.0,0.77450734,0.0
47,bpr,10,30,0.0,0.051774435,0.0,0.014567647645229555,0.0,0.780024,0.0
48,bpr,15,5,0.0,0.040932328,0.0,0.010748247564304243,0.0,0.63289577,0.0
49,bpr,15,10,0.0,0.04941354,0.0,0.012881745064602542,0.0,0.7239935,0.0
50,bpr,15,15,0.0,0.051413532,0.0,0.01388739097977744,0.0,0.76143295,0.0
51,bpr,15,20,0.0,0.051684216,0.0,0.014166412213687215,0.0,0.7759553,0.0
52,bpr,15,25,0.0,0.051999997,0.0,0.01456332509269788,0.0,0.7822452,0.0
53,bpr,15,30,0.0,0.052270673,0.0,0.01456478032586668,0.0,0.7860922,0.0
54,bpr,20,5,0.0,0.04159398,0.0,0.010841866704587554,0.0,0.64131093,0.0
55,bpr,20,10,0.0,0.04977443,0.0,0.012876799398894278,0.0,0.7307378,0.0
56,bpr,20,15,0.0,0.05136842,0.0,0.013916281522406272,0.0,0.76430815,0.0
57,bpr,20,20,0.0,0.05180451,0.0,0.014448735751173681,0.0,0.7816073,0.0
58,bpr,20,25,0.0,0.05189473,0.0,0.014507185778478145,0.0,0.78871405,0.0
59,bpr,20,30,1.0,0.05198496,0.0,0.014556878326651305,0.0,0.79367983,0.0
60,bpr,25,5,0.0,0.041338347,0.0,0.010982301396439437,0.0,0.6400883,0.0
61,bpr,25,10,0.0,0.050225563,0.0,0.013136799088813994,0.0,0.730832,0.0
62,bpr,25,15,0.0,0.05168421,0.0,0.014083842458131886,0.0,0.7648221,0.0
63,bpr,25,20,0.0,0.052030075,0.0,0.014355646596327877,0.0,0.78200054,0.0
64,bpr,25,25,1.0,0.05233083,0.0,0.014673182586785983,0.0,0.79000545,0.0
65,bpr,25,30,1.0,0.052421052,0.0,0.014760127001810347,0.0,0.7921759,0.0
66,bpr,30,5,0.0,0.041157894,0.0,0.011014506108717579,0.0,0.64049613,0.0
67,bpr,30,10,0.0,0.050210524,0.0,0.013251582550843913,0.0,0.7285244,0.0
68,bpr,30,15,0.0,0.051849622,0.0,0.014219096332898536,0.0,0.76495826,0.0
69,bpr,30,20,0.0,0.05219549,0.0,0.014622787728741402,0.0,0.780433,0.0
70,bpr,30,25,1.0,0.052060157,0.0,0.014569105549909504,0.0,0.78714013,0.0
71,bpr,30,30,1.0,0.052255638,0.0,0.014633250891174272,0.0,0.79015803,0.0
72,logistic,5,5,0.0,0.0396391,0.0,0.010395862477713682,0.0,0.61238384,0.0
73,logistic,5,10,0.0,0.03962406,0.0,0.010416851024350745,0.0,0.61010927,0.0
74,logistic,5,15,0.0,0.03930827,0.0,0.010414915893052898,0.0,0.6066602,0.0
75,logistic,5,20,0.0,0.03930827,0.0,0.010543702519596887,0.0,0.6041332,0.0
76,logistic,5,25,0.0,0.039022554,0.0,0.010641342934489583,0.0,0.60228544,0.0
77,logistic,5,30,0.0,0.038887218,0.0,0.010627563654106453,0.0,0.6005486,0.0
78,logistic,10,5,0.0,0.039548874,0.0,0.010362451027505177,0.0,0.61270124,0.0
79,logistic,10,10,0.0,0.039187968,0.0,0.01033870112566648,0.0,0.60824746,0.0
80,logistic,10,15,0.0,0.03827068,0.0,0.010508874228281256,0.0,0.60282147,0.0
81,logistic,10,20,0.0,0.03781955,0.0,0.010471410469810948,0.0,0.60009384,0.0
82,logistic,10,25,0.0,0.037879698,0.0,0.010470732856718894,0.0,0.5997441,0.0
83,logistic,10,30,0.0,0.037563913,0.0,0.010591184164889543,0.0,0.6005699,0.0
84,logistic,15,5,0.0,0.03942857,0.0,0.01042796810583947,0.0,0.61245805,0.0
85,logistic,15,10,0.0,0.03893233,0.0,0.010352281489513167,0.0,0.607238,0.0
86,logistic,15,15,0.0,0.038285714,0.0,0.010335417660462117,0.0,0.5989947,0.0
87,logistic,15,20,0.0,0.03837594,0.0,0.010462673231532531,0.0,0.595718,0.0
88,logistic,15,25,0.0,0.038090225,0.0,0.010398727669552592,0.0,0.5949091,0.0
89,logistic,15,30,0.0,0.037909772,0.0,0.010263688140758601,0.0,0.59519476,0.0
90,logistic,20,5,0.0,0.039669175,0.0,0.01045465505981084,0.0,0.6117673,0.0
91,logistic,20,10,0.0,0.038917296,0.0,0.010356694221634564,0.0,0.60815233,0.0
92,logistic,20,15,0.0,0.0383609,0.0,0.010356692410469737,0.0,0.60242194,0.0
93,logistic,20,20,0.0,0.038300753,0.0,0.010242409041263955,0.0,0.5992171,0.0
94,logistic,20,25,0.0,0.03843609,0.0,0.010522862477011357,0.0,0.59886116,0.0
95,logistic,20,30,0.0,0.03827068,0.0,0.010729007068220353,0.0,0.599727,0.0
96,logistic,25,5,0.0,0.03957895,0.0,0.010388653876898036,0.0,0.6129567,0.0
97,logistic,25,10,0.0,0.039353386,0.0,0.010369646287610397,0.0,0.60987777,0.0
98,logistic,25,15,0.0,0.03857143,0.0,0.010307397741682557,0.0,0.6035727,0.0
99,logistic,25,20,0.0,0.038406014,0.0,0.010554498456889123,0.0,0.6020149,0.0
100,logistic,25,25,0.0,0.038210526,0.0,0.010521766292866065,0.0,0.6036912,0.0
101,logistic,25,30,1.0,0.038165413,0.0,0.01067286701759783,0.0,0.6052132,0.0
102,logistic,30,5,0.0,0.039533835,0.0,0.010354907924565579,0.0,0.6128743,0.0
103,logistic,30,10,0.0,0.038902253,0.0,0.010293372783078153,0.0,0.60766226,0.0
104,logistic,30,15,0.0,0.03849624,0.0,0.010252722277496518,0.0,0.6007835,0.0
105,logistic,30,20,0.0,0.038736843,0.0,0.010621260866943039,0.0,0.5997925,0.0
106,logistic,30,25,1.0,0.038526315,0.0,0.010765219461991816,0.0,0.60237235,0.0
107,logistic,30,30,1.0,0.038406014,0.0,0.010984666981568823,0.0,0.6057717,0.0
